Timestamp,CPU %,Available Memory MB,Disk Read Bytes/sec,Disk Write Bytes/sec,Bytes Received/sec,Bytes Sent/sec
2024-03-07 11:44:39,0.0,16701.41796875,87583116288,106011833344,13634125156,548625690
2024-03-07 11:44:44,0.8,16705.11328125,87583214592,106012673024,13634871861,548646182
2024-03-07 11:44:49,1.1,16664.8046875,87583476736,106014848000,13635611584,548674909
2024-03-07 11:44:54,0.8,16657.21484375,87583476736,106015425536,13636177453,548690309
2024-03-07 11:44:59,0.3,16650.13671875,87583636480,106016703488,13636663404,548738131
2024-03-07 11:45:04,0.4,16650.5390625,87583636480,106017223680,13637085937,548755860
2024-03-07 11:45:09,0.2,16667.203125,87583636480,106018194432,13637553455,548789606
2024-03-07 11:45:14,0.8,16662.7578125,87583702016,106018579456,13637971971,548817671
